"Case ID","Approved Date","Approver Name","Approver PSID","Assessment Status","Assessment Type","Assignee Team","Assignee Name","Assignee PSID","Booking Location","Creation Date","Modified Date","Case Status","Case Type","Client LEID","Client Name","Domicile Country","Group Name","ISIC Code","ISIC Description","Last Modified Staff Name","Last Modified PSID","Recommended Rating","RSRMA Rating","Submitter Name","Submitter PSID","Submitter Team","Version"
"8274","13/09/2023 07:48:09","","1608014","Completed","RSRMA","","","","IN","09/08/2023 11:21:50","13/09/2023 07:48:09","Approved","Adhoc Review","11304462","ABM TELE MOBILES INDIA PRIVATE LIMITED","IN","ABM TELEMOBILES","6119","Wholesale of electronic and telecommunications equipment and parts","","1608014","Very Low","Very Low","","1608014","RSRMA Maker","02"
"8275","09/08/2023 11:39:48","","1661559","Completed","RSRMA","","","","GB","09/08/2023 11:35:00","09/08/2023 11:39:48","Approved","New","11773669","TotalEnergies Treasury","FR","TOTAL GROUP","2200","Extraction Of Oil","","1661559","Very Low","Very Low","","1661559","RSRMA Maker","02"
"8276","08/08/2024 12:54:03","","2011335","Completed","RSRMA","","","","IN","09/08/2023 13:13:30","08/08/2024 12:54:03","Approved","New","11159876","KAY JAY FORGINGS PRIVATE LIMITED","IN","KJFPL","3856","Manufacture of parts and accessories for motor vehicles","","2011335","Low","Low","","1599814","RSRMA Maker","02"
"8277","09/08/2023 13:58:35","","1661559","Completed","RSRMA","","","","DE","09/08/2023 13:55:36","09/08/2023 13:58:35","Approved","New","11166325","TotalEnergies Capital","FR","TOTAL GROUP","2200","Extraction Of Oil","","1661559","Very Low","Very Low","","1661559","RSRMA Maker","02"
"8278","09/08/2023 17:20:59","","1590937","Completed","RSRMA","","","","KE","09/08/2023 14:35:28","09/08/2023 17:20:59","Approved","New","11153096","DEVKI STEEL MILLS LIMITED","KE","DEVKI STEEL MILLS LIMITED","3711","Casting of iron and steel,,,","","1590937","Very Low","Very Low","","1590937","RSRMA Maker","02"
"8279","09/08/2023 14:57:47","","1017094","Completed","RSRMA","","","","ZM","09/08/2023 14:53:14","09/08/2023 14:57:47","Approved","New","13660019","D.H.L. International (Zambia) Limited","ZM","DEUTSCHE POST GROUP","7211","Courier activities","","1017094","Very Low","Very Low","","1017094","RSRMA Maker","02"
"8280","09/08/2023 17:42:25","","1474392","Completed","RSRMA","","","","KE","09/08/2023 17:41:10","09/08/2023 17:42:25","Approved","Adhoc Review","11086762","WILLIAMSON TEA KENYA PLC","KE","WILLIAMSON TEA HOLDINGS PLC","1115","TEA","","1474392","Very Low","Very Low","","1474392","RSRMA Maker","02"
"8282","10/08/2023 21:16:55","Fine,Donna M","1017177","Completed","RSRMA","","","","US","09/08/2023 22:35:59","10/08/2023 21:16:55","Approved","New","13794182","Costco Wholesale Corporation","US","COSTCO WHOLESALE CORP","6230","SUPERMKTS, DEPARTMENTAL STORES & GEN PROVISN SHOP","Fine,Donna M","1017177","Low","Low","Fine,Donna M","1017177","RSRMA Maker","02"
"8283","07/09/2023 09:26:16"," Weiliang Glenn, Ho","1653753","Completed","RSRMA","","","","ID","10/08/2023 01:45:19","07/09/2023 09:26:16","Approved","New","13715001","PT Ecooils Jaya Indonesia","ID","ROYAL DUTCH / SHELL GROUP","3115","MFR-VEG&ANIMAL&FAT EXCT LAND&OTH EDIBLE ANIMAL FAT"," Weiliang Glenn, Ho","1653753","","","","1388023","RSRMA Maker","02"
"8284","","","","In Progress","RSRMA","Maker","","","TW","10/08/2023 02:21:35","10/08/2023 02:26:09","Make in Progress","New","11217547","DYNAMIC APEX LIMITED","TW","JU TENG GROUP","3827","Manufacture of computers and peripheral equipment","","","","","","1538920","RSRMA Maker","02"
"8285","05/08/2024 07:15:03","","1451479","Completed","RSRMA","","","","HK","10/08/2023 02:23:36","05/08/2024 07:15:03","Approved","New","11274853","Hutton Development Limited","HK","KADOORIE GROUP","8182","INVESTMENT COMPANIES","","1451479","Very Low","Very Low","","1451479","RSRMA Maker","02"
"8286","10/08/2023 02:31:17","Santhep, Booncharoen","1637283","Completed","RSRMA","","","","TH","10/08/2023 02:29:14","10/08/2023 02:31:17","Approved","New","11091904","TotalEnergies Marketing (Thailand) Co., Ltd.","TH","TOTAL GROUP","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","Santhep, Booncharoen","1637283","Very Low","Very Low","Santhep, Booncharoen","1637283","RSRMA Maker","02"
"8287","01/09/2023 10:53:40","HUANG, Annie","1578475","Completed","RSRMA","","","","TW","10/08/2023 02:44:50","01/09/2023 10:53:40","Approved","New","11206649","PRESIDENT INTERNATIONAL DEVELOPMENT CORP.","TW","UNI-PRESIDENT ENTERPRISES GROUP","8182","INVESTMENT COMPANIES","HUANG, Annie","1578475","Very Low","Very Low","HUANG, Annie","1578475","RSRMA Maker","02"
"8288","","","","In Progress","RSRMA","Maker","","","CN","10/08/2023 03:25:01","10/08/2023 03:26:35","Make in Progress","New","13966764","Jiangsu Runergy New Energy Technology Co.,Ltd.","CN","null","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","","Very Low","Very Low","","1669343","RSRMA Maker","02"
"8289","19/09/2023 09:24:28","","1669343","Completed","RSRMA","","","","CN","10/08/2023 03:25:51","19/09/2023 09:24:28","Approved","New","13966765","Jiangsu Runyang Century Photovoltaic Technology Co., Ltd.","CN","null","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","1669343","Very Low","Very Low","","1669343","RSRMA Maker","02"
"8290","10/08/2023 03:32:08","","1557967","Completed","RSRMA","","","","HK","10/08/2023 03:29:58","10/08/2023 03:32:08","Approved","New","13965862","HLP Treasury Limited","HK","null","8419","REAL ESTATE DEVELOPMENT - NOT ELSEWHERE CLASSIFIED","","1557967","Low","Low","","1557967","RSRMA Maker","02"
"8291","10/08/2023 03:47:47","","1610894","Completed","RSRMA","","","","CN","10/08/2023 03:36:00","10/08/2023 03:47:47","Approved","New","13926678","NINGBO RONBAY NEW ENERGY TECHNOLOGY COMPANY LTD","CN","Ningbo Ronbay New Energy Technology Company Ltd","3834","MFR OF STORAGE & PRIMARILY BATTERIES","","1610894","Low","Low","","1610894","RSRMA Maker","02"
"8292","10/08/2023 03:41:51","","1663236","Completed","RSRMA","","","","SG","10/08/2023 03:38:16","10/08/2023 03:41:51","Approved","New","13934156","TRIUMPH LEAD (SINGAPORE) PTE. LTD.","SG","Lingyi iTech (Guangdong) Company","6119","Wholesale of electronic and telecommunications equipment and parts","","1663236","Very Low","Very Low","","1663236","RSRMA Maker","02"
"8293","","","","In Progress","RSRMA","Maker","","","TH","10/08/2023 04:17:01","10/08/2023 04:17:12","Make in Progress","New","11090564","ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED","TH","ITALTHAI GROUP","5025","BRIDGE,TUNNEL,VIADUCT,ELEVATED HIGHWAY CONSTRUCTN","","","","","","1156221","RSRMA Maker","02"
"8294","10/08/2023 06:11:56","","2009281","Completed","RSRMA","","","","HK","10/08/2023 06:02:48","10/08/2023 06:11:56","Approved","New","11018109","WING TAI PROPERTIES (HONG KONG) LIMITED","HK","CHENG FAMILY","8414","REAL ESTATE DEVELOPMENT - RESIDENTIAL","","2009281","Very Low","Very Low","","2009281","RSRMA Maker","02"
"8295","10/08/2023 06:19:42","","1553373","Completed","RSRMA","","","","TW","10/08/2023 06:14:26","10/08/2023 06:19:42","Approved","New","13549562","Prior Company Ltd.","TW","PRIOR COMPANY LTD.","6125","CHEMICALS &CHEMICAL PRODUCTS NEC,,,","","1553373","Very Low","Very Low","","1553373","RSRMA Maker","02"
"8296","10/08/2023 06:54:23","","1645614","Completed","RSRMA","","","","MY","10/08/2023 06:48:56","10/08/2023 06:54:23","Approved","New","11184014","GUAN CHONG COCOA MANUFACTURER SDN BHD","MY","GUAN CHONG GROUP","3119","MFR OF COCOACHOCOLATE & SUGAR CONFECTIONERY","","1645614","Low","Low","","1645614","RSRMA Maker","02"
"8297","02/09/2024 06:43:13","","1451479","Completed","RSRMA","","","","HK","10/08/2023 06:51:36","02/09/2024 06:43:13","Approved","New","11365479","HORACIUM LIMITED","HK","KADOORIE GROUP","8182","INVESTMENT COMPANIES","","1451479","Very Low","Very Low","","1451479","RSRMA Maker","02"
"8298","11/08/2023 11:13:06","","2009351","Completed","RSRMA","","","","HK","10/08/2023 06:55:44","11/08/2023 11:13:06","Approved","New","13933047","TE_PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED_PAG BRS SRT Mezzanine Fund L.P.","HK","Pacific Alliance Group Limited","8187","MONEY MARKET MUTUAL FUNDS","","2009351","Very Low","Very Low","","2009351","RSRMA Maker","02"
"8299","10/08/2023 09:37:27","","1245331","Completed","RSRMA","","","","CN","10/08/2023 07:05:19","10/08/2023 09:37:27","Approved","New","13927331","Hengdian Group DMEGC Magnetics Co., Ltd","CN","Hengdian Holding Group Co., Ltd","3846","MFR OF OTHER ELECTRONIC COMPONENTS,,,","","1245331","Very Low","Very Low","","1245331","RSRMA Maker","02"
"8300","10/08/2023 08:35:05","","1611549","Completed","RSRMA","","","","SG","10/08/2023 08:04:18","10/08/2023 08:35:05","Approved","New","13956360","ENG KONG HOLDINGS PTE. LTD.","SG","null","7150","STORAGE & WAREHOUSING","","1611549","Very Low","Very Low","","1611549","RSRMA Maker","02"
"8301","10/08/2023 08:27:02","","1672250","Completed","RSRMA","","","","HK","10/08/2023 08:08:33","10/08/2023 08:27:02","Approved","New","13840051","ALLIED WIDE LIMITED","HK","CHINA MERCHANTS","8180","HOLDING & OTHER INVESTMENT COMPANIES,,,","","1672250","Very Low","Very Low","","1672250","RSRMA Maker","02"
"8302","18/08/2023 10:28:18","","2009351","Completed","RSRMA","","","","HK","10/08/2023 08:17:34","18/08/2023 10:28:18","Approved","Adhoc Review","13968192","Schroders Hong Kong High Street Fund, L.P.","HK","null","8182","INVESTMENT COMPANIES","","2009351","Very Low","Very Low","","2009351","RSRMA Maker","02"
"8303","10/08/2023 08:25:04","","1279451","Completed","RSRMA","","","","TW","10/08/2023 08:20:19","10/08/2023 08:25:04","Approved","Adhoc Review","11269728","ACCTON TECHNOLOGY CORPORATION","TW","ACCTON TECHNOLOGY CORP.","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","","1279451","Low","Low","","1279451","RSRMA Maker","02"
"8304","10/08/2023 08:45:07","","1573250","Completed","RSRMA","","","","CN","10/08/2023 08:21:57","10/08/2023 08:45:07","Approved","New","11282953","HYOSUNG SPANDEX (ZHUHAI)CO., LTD","CN","HYOSUNG GROUP","3219","MFR OF TEXTILES NEC","","1573250","Low","Low","","1573250","RSRMA Maker","02"
"8305","10/08/2023 08:38:23","","1672250","Completed","RSRMA","","","","HK","10/08/2023 08:27:35","10/08/2023 08:38:23","Approved","New","13159929","CIAO INTERNATIONAL LIMITED","HK","CHINA MERCHANTS","6211","RETAIL TRADE - FOOD DRINK & TOBACCO","","1672250","Very Low","Very Low","","1672250","RSRMA Maker","02"
"8306","10/08/2023 08:54:02","","2007456","Completed","RSRMA","","","","IN","10/08/2023 08:35:23","10/08/2023 08:54:02","Approved","New","11118043","FEDERAL BANK LTD.","IN","FEDERAL BANK LIMITED","8123","COMMERCIAL BANK","","2007456","Very Low","Very Low","","2007456","RSRMA Maker","02"
"8307","10/08/2023 08:56:56","","1648160","Completed","RSRMA","","","","IN","10/08/2023 08:54:35","10/08/2023 08:56:56","Approved","New","13757172","UNICORN INFOSOLUTIONS PRIVATE LIMITED","IN","Unicorn Group","6225","DEALING IN COMPUTER & OFFICE EQUIPMENT,,,","","1648160","Very Low","Very Low","","1648160","RSRMA Maker","02"
"8308","","","","In Progress","RSRMA","Maker","Assign to Group","","IN","10/08/2023 08:57:07","10/08/2023 08:57:07","Initiated","Adhoc Review","11118043","FEDERAL BANK LTD.","IN","FEDERAL BANK LIMITED","8123","COMMERCIAL BANK","","","","","","2007456","RSRMA Maker","02"
"8310","16/08/2023 10:22:41","","1520876","Completed","RSRMA","","","","ID","10/08/2023 09:35:16","16/08/2023 10:22:41","Approved","New","11196425","PT UNITED TRACTORS PANDU ENGINEERING","ID","JARDINE MATHESON GROUP","3859","MFG OF TRANSPORT EQUIPMENT NEC","","1520876","Low","Low","","2006249","RSRMA Maker","02"
"8311","10/08/2023 09:49:00","","1639231","Completed","RSRMA","","","","TH","10/08/2023 09:44:53","10/08/2023 09:49:00","Approved","New","11090542","CROWN FOOD PACKAGING (THAILAND) PUBLIC COMPANY LIMITED","TH","CROWN HOLDINGS INC","3815","MFR OF METAL CANS CONTAINERS & RELATED PRODUCTS","","1639231","Very Low","Very Low","","1639231","RSRMA Maker","02"
"8312","10/08/2023 09:53:44","","1639231","Completed","RSRMA","","","","TH","10/08/2023 09:49:42","10/08/2023 09:53:44","Approved","New","13911668","Oil-Tex (Thailand) Company Limited","TH","JAPAN POST CO., LTD. GROUP","7190","SERVICES ALLIED TO TRANSPORT NEC","","1639231","Very Low","Very Low","","1639231","RSRMA Maker","02"
"8313","10/08/2023 10:01:48","","1671035","Completed","RSRMA","","","","PK","10/08/2023 09:58:55","10/08/2023 10:01:48","Approved","New","11178186","DUBAI ISLAMIC BANK PAKISTAN LIMITED","PK","DUBAI ISLAMIC BANK GROUP","8123","COMMERCIAL BANK","","1671035","Very Low","Very Low","","1671035","RSRMA Maker","02"
"8314","10/08/2023 10:12:01","","1590937","Completed","RSRMA","","","","KE","10/08/2023 10:06:51","10/08/2023 10:12:01","Approved","New","13352566","MAISHA PACKAGING COMPANY LIMITED","KE","DEVKI STEEL MILLS LIMITED","3513","Manufacture of plastics and synthetic rubber in primary forms,,,","","1590937","Very Low","Very Low","","1590937","RSRMA Maker","02"
"8315","","","","In Progress","RSRMA","Maker","","","IN","10/08/2023 10:32:34","10/08/2023 10:33:02","Make in Progress","New","11207461","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","IN","ICICI BANK LIMITED","8205","Non-life insurance Others","","","","","","1285839","RSRMA Maker","02"
"8316","10/08/2023 10:42:36","","2003484","Completed","RSRMA","","","","CI","10/08/2023 10:35:50","10/08/2023 10:42:36","Approved","New","11793588","SOCIETE IVOIRIENNE DE BANQUE","CI","ATTIJARIWAFA BANK","8123","COMMERCIAL BANK","","2003484","Very Low","Very Low","","2003484","RSRMA Maker","02"
"8317","10/08/2023 10:47:23","","1305814","Completed","RSRMA","","","","CN","10/08/2023 10:42:32","10/08/2023 10:47:23","Approved","New","11163217","SCHINDLER (CHINA) ELEVATOR CO., LTD","CN","SCHINDLER GROUP AG","5047","INSTALLATION & ERECTION OF BLDG EQUIP","","1305814","Very Low","Very Low","","1305814","RSRMA Maker","02"
"8319","","","","In Progress","RSRMA","Maker","","","NG","10/08/2023 10:57:12","10/08/2023 10:57:34","Make in Progress","New","13937538","EQUINOR NIGERIA ENERGY COMPANY LIMITED","NG","null","2200","Extraction Of Oil","","","","","","2003667","RSRMA Maker","02"
"8320","10/08/2023 11:08:51","","1590937","Completed","RSRMA","","","","KE","10/08/2023 11:05:23","10/08/2023 11:08:51","Approved","Adhoc Review","13352566","MAISHA PACKAGING COMPANY LIMITED","KE","DEVKI STEEL MILLS LIMITED","3513","Manufacture of plastics and synthetic rubber in primary forms,,,","","1590937","Very Low","Very Low","","1590937","RSRMA Maker","02"
"8321","21/09/2023 06:47:59"," Weiliang Glenn, Ho","1653753","Completed","RSRMA","","","","PK","10/08/2023 11:11:41","21/09/2023 06:47:59","Approved","New","12544208","PANTHER TYRES LIMITED","PK","PANTHER TYRES","3561","MFR & RETREADING OF TYRES & TUBES"," Weiliang Glenn, Ho","1653753","Low","Low","","1664885","RSRMA Maker","02"
"8322","","","","In Progress","RSRMA","Maker","","","IN","10/08/2023 12:13:12","06/09/2024 12:14:10","Make in Progress","New","11062912","NUVOCO VISTAS CORPORATION LIMITED","IN","NIRMA","3640","MFR OF CEMENTLIME & PLASTER","","","","","","1570393","RSRMA Maker","02"
"8323","15/08/2023 14:10:52","","1643798","Completed","RSRMA","","","","GB","10/08/2023 12:29:09","15/08/2023 14:10:52","Approved","New","13882034","GALLAHER LIMITED","GB","JAPAN TOBACCO INC","3140","MFR OF TOBACCO PRODUCTS,,,","","1643798","Very Low","Very Low","","1643798","RSRMA Maker","02"
"8324","10/08/2023 13:08:09","","1665303","Completed","RSRMA","","","","SG","10/08/2023 13:03:19","10/08/2023 13:08:09","Approved","Adhoc Review","11013048","INFINEUM SINGAPORE LLP","SG","EXXONMOBIL CORPORATION","3540","MFG OF MISC PRODUCTS OF PETROLEUM & COAL","","1665303","Very Low","Very Low","","1665303","RSRMA Maker","02"
"8325","10/08/2023 13:36:58","","1668766","Completed","RSRMA","","","","IN","10/08/2023 13:28:07","10/08/2023 13:36:58","Approved","New","11177528","KOMATSU INDIA PRIVATE LIMITED","IN","KOMATSU GROUP","3825","MFR & REPAIR OF CONSTRUCTN & RELATED MACH & EQUIP","","1668766","Very Low","Very Low","","1668766","RSRMA Maker","02"
"8326","23/08/2023 14:23:19","","2010963","Completed","RSRMA","","","","IN","10/08/2023 14:09:22","23/08/2023 14:23:19","Approved","New","11219047","RAYCHEM-RPG PRIVATE LIMITED","IN","R P GOENKA","3832","MFR & REPAIR OF ELECTRICAL DISTRIBUTION EQUIPMENT","","2010963","Very Low","Very Low","","2010963","RSRMA Maker","02"
"8327","10/08/2023 14:32:02","","2003954","Completed","RSRMA","","","","IN","10/08/2023 14:27:54","10/08/2023 14:32:02","Approved","Adhoc Review","13731713","CHARLES FIBRES PRIVATE LIMITED","IN","HAYLEYS GROUP / VALLIBLE ONE","3215","CORDAGE ROPE & TWINE INDUSTRIES","","2003954","Low","Low","","2003954","RSRMA Maker","02"
"8329","10/08/2023 15:50:30","","1662013","Completed","RSRMA","","","","PH","10/08/2023 15:47:41","10/08/2023 15:50:30","Approved","New","11158634","MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC.","PH","MACQUARIE GROUP LIMITED","8171","BROKER DEALERS AND FUND MANAGERS,,,","","1662013","Very Low","Very Low","","1662013","RSRMA Maker","02"
"8330","10/08/2023 16:08:24","","1654989","Completed","RSRMA","","","","AE","10/08/2023 16:02:54","10/08/2023 16:08:24","Approved","New","11122454","Emirates Transformer & Switchgear Limited","AE","EMIRATES TRANSFORMERS GROUP","3832","MFR & REPAIR OF ELECTRICAL DISTRIBUTION EQUIPMENT","","1654989","Very Low","Very Low","","1654989","RSRMA Maker","02"
"8333","26/09/2023 04:27:11","","1657593","Completed","RSRMA","","","","VN","11/08/2023 04:45:59","26/09/2023 04:27:11","Approved","New","13968073","VIETNAM NATURAL RESOURCES TRADING COMPANY LIMITED","VN","XIAMEN C&D INC","6140","GENERAL IMPORTERS & EXPORTERS,,,","","1657593","Very Low","Very Low","","1657593","RSRMA Maker","02"
"8334","","","","In Progress","RSRMA","Maker","Assign to Group","1626382","HK","11/08/2023 04:46:42","11/08/2023 04:48:49","Initiated","New","13741410","LIANLIAN INTERNATIONAL COMPANY LIMITED","HK","LianLian Pay Group","8399","BUSINESS SERVICES NEC","","1626382","","","","1626382","RSRMA Maker","02"
"8335","11/08/2023 05:50:37","","1642000","Completed","RSRMA","","","","HK","11/08/2023 05:42:04","11/08/2023 05:50:37","Approved","New","13847202","XIANG CH15 HK INTERNATIONAL SHIP LEASE CO., LIMITED","HK","BANK OF COMMUNICATIONS","4020","GAS MFR & DISTRIBUTION","","1642000","Very Low","Very Low","","1642000","RSRMA Maker","02"
"8336","21/08/2023 10:17:34","","1654486","Completed","RSRMA","","","","PK","11/08/2023 06:21:22","21/08/2023 10:17:34","Approved","New","11229316","ASKARI BANK LIMITED","PK","ASKARI BANK LIMITED","8123","COMMERCIAL BANK","","1654486","Low","Low","","1654486","RSRMA Maker","02"
"8337","11/08/2023 06:35:19","","1668081","Completed","RSRMA","","","","IN","11/08/2023 06:26:38","11/08/2023 06:35:19","Approved","Adhoc Review","13803422","AZURE POWER INDIA PRIVATE LIMITED","IN","CAISSE DE DEPOT ET PLACEMENT DU QUEBEC","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1668081","Low","Low","","1668081","RSRMA Maker","02"
"8338","17/08/2023 02:00:33","","1656897","Completed","RSRMA","","","","VN","11/08/2023 06:42:04","17/08/2023 02:00:33","Approved","New","13685462","EMIVEST FEEDMILL (TG) VIET NAM LIMITED LIABILITY COMPANY","VN","LEONG HUP GROUP.","3122","MFR OF PREPARED ANIMAL FOOD","","1656897","Low","Low","","1656897","RSRMA Maker","02"
"8340","11/08/2023 07:11:42","","1509853","Completed","RSRMA","","","","PK","11/08/2023 07:09:01","11/08/2023 07:11:42","Approved","New","11142080","FAUJI FERTILIZER BIN QASIM LIMITED","PK","FAUJI GROUP","3512","Manufacture of fertilizers and nitrogen compounds","","1509853","Low","Low","","1509853","RSRMA Maker","02"
"8341","11/08/2023 07:45:56","","2010565","Completed","RSRMA","","","","HK","11/08/2023 07:32:20","11/08/2023 07:45:56","Approved","New","12382205","GHK HOSPITAL LIMITED","HK","IHH HEALTHCARE BERHAD","9321","MEDICAL & HEALTH SERVICES","","2010565","Very Low","Very Low","","2010565","RSRMA Maker","02"
"8342","11/08/2023 08:02:21","","1380733","Completed","RSRMA","","","","BD","11/08/2023 07:37:35","11/08/2023 08:02:21","Approved","New","11044328","IFIC BANK PLC.","BD","INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LTD","8123","COMMERCIAL BANK","","1380733","Very Low","Very Low","","1380733","RSRMA Maker","02"
"8343","25/09/2023 02:47:57","","2004700","Completed","RSRMA","","","","CN","11/08/2023 08:07:06","25/09/2023 02:47:57","Approved","New","13699242","Covestro Polymers (China) Co., Ltd.","CN","COVESTRO GROUP","3529","MFR OF CHEMICAL PRODUCTS NEC","","2004700","Low","Low","","2004700","RSRMA Maker","02"
"8344","11/08/2023 08:23:20","","2012773","Completed","RSRMA","","","","PK","11/08/2023 08:08:58","11/08/2023 08:23:20","Approved","New","11142277","PAK TELECOM MOBILE LIMITED","PK","PAKISTAN GOVERNMENT","7223","Wireless telecommunications activities","","2012773","Very Low","Very Low","","2012773","RSRMA Maker","02"
"8345","11/08/2023 08:13:58","","2003908","Completed","RSRMA","","","","ZA","11/08/2023 08:10:01","11/08/2023 08:13:58","Approved","New","13351123","THE M RETIREMENT FUND","ZA","THE M RETIREMENT FUND","8190","FINANCIAL INSTITUTIONS & FINANCIAL SERVICES NEC,,,","","2003908","Very Low","Very Low","","2003908","RSRMA Maker","02"
"8346","11/08/2023 08:22:56","","2007931","Completed","RSRMA","","","","IN","11/08/2023 08:13:24","11/08/2023 08:22:56","Approved","New","11486792","NAGA LIMITED","IN","NAGA LIMITED","3121","MFR OF FOOD PRODUCTS NEC","","2007931","Low","Low","","2007931","RSRMA Maker","02"
"8347","11/08/2023 08:16:20","","1557568","Completed","RSRMA","","","","AE","11/08/2023 08:14:38","11/08/2023 08:16:20","Approved","New","13908194","CAPTON ENERGY DMCC","AE","SIEMENS AG","8350","ENGINEERING ARCHITECTURAL & TECHNICAL SERVICES","","1557568","Very Low","Very Low","","1557568","RSRMA Maker","02"
"8348","11/08/2023 08:46:20","","1638943","Completed","RSRMA","","","","TH","11/08/2023 08:43:38","11/08/2023 08:46:20","Approved","Adhoc Review","13512080","BIGL TECHNOLOGIES (THAILAND) CO., LTD.","TH","BROADWAY/COMPART","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","","1638943","Very Low","Very Low","","1638943","RSRMA Maker","02"
"8349","13/08/2024 08:24:39","","1641852","Completed","RSRMA","","","","SG","11/08/2023 09:24:07","13/08/2024 08:24:39","Approved","New","11763868","TML HOLDINGS PTE. LTD.","SG","TATA GROUP INDIA","3853","Manufacture of motor vehicles","","1641852","Very Low","Very Low","","1641852","RSRMA Maker","02"
"8350","11/08/2023 09:40:58","","2009367","Completed","RSRMA","","","","IN","11/08/2023 09:30:15","11/08/2023 09:40:58","Approved","New","13885367","Hitec Cyber City Spaces LLP","IN","APARNA CONSTRUCTIONS","8432","REAL ESTATE INVESTMENT - COMMERCIAL","","2009367","Low","Low","","2009367","RSRMA Maker","02"
"8351","11/08/2023 09:42:33","","1664871","Completed","RSRMA","","","","IN","11/08/2023 09:38:21","11/08/2023 09:42:33","Approved","New","13533150","HITACHI HI-REL POWER ELECTRONICS PRIVATE LIMITED","IN","HITACHI GROUP","3839","MFG-ELECTRICL MAC, APPARATUS, APPLIANCE&SUPPLY NEC","","1664871","Very Low","Very Low","","1664871","RSRMA Maker","02"
"8352","11/08/2023 10:00:10","","1410449","Completed","RSRMA","","","","DE","11/08/2023 09:51:06","11/08/2023 10:00:10","Approved","New","11045541","ADIDAS AG","DE","ADIDAS GROUP","3240","MANUFACTURE OF FOOTWEAR,,,","","1410449","Very Low","Very Low","","1410449","RSRMA Maker","02"
"8353","11/08/2023 11:44:31","","1341705","Completed","RSRMA","","","","CN","11/08/2023 10:14:43","11/08/2023 11:44:31","Approved","New","11560431","XIAMEN C&D INC","CN","XIAMEN C&D INC","6123","Wholesale of metals and metal ores","","1341705","Low","Low","","1341705","RSRMA Maker","02"
"8354","11/08/2023 12:10:51","","1457765","Completed","RSRMA","","","","ID","11/08/2023 12:04:57","11/08/2023 12:10:51","Approved","New","11086143","PT ASTRA SEDAYA FINANCE","ID","JARDINE MATHESON GROUP","8166","MOTOR FINANCE","","1457765","Very Low","Very Low","","1457765","RSRMA Maker","02"
"8355","29/08/2023 10:13:12","Georgia, Tysall-Blay","1515588","Completed","RSRMA","","","","GB","11/08/2023 12:47:46","29/08/2023 10:13:12","Approved","New","13810341","PHILIP MORRIS INTERNATIONAL INC","US","PHILIP MORRIS INTERNATIONAL","3140","MFR OF TOBACCO PRODUCTS,,,","Georgia, Tysall-Blay","1515588","","","","2002171","RSRMA Maker","02"
"8356","11/08/2023 13:35:01","","1666161","Completed","RSRMA","","","","null","11/08/2023 13:29:51","11/08/2023 13:35:01","Approved","New","12706104","BLUECREST CAPITAL MANAGEMENT UK LLP RE BSMA LIMITED","GB","BLUECREST GROUP","8190","FINANCIAL INSTITUTIONS & FINANCIAL SERVICES NEC,,,","","1666161","Very Low","Very Low","","1666161","RSRMA Maker","02"
"8358","06/08/2024 10:17:54","","2020320","Completed","RSRMA","","","","NG","11/08/2023 14:03:45","06/08/2024 10:17:54","Approved","New","11284808","INSIGNIA PRINT TECHNOLOGY LFTZ ENTERPRISE","NG","TOLARAM GROUP INC","3420","PRINTING PUBLISHING & ALLIED INDUSTRIES","","2020320","Very Low","Very Low","","2009418","RSRMA Maker","02"
"8359","16/08/2023 11:12:52","","1586525","Completed","RSRMA","","","","IN","11/08/2023 14:21:37","16/08/2023 11:12:52","Approved","Adhoc Review","13885367","Hitec Cyber City Spaces LLP","IN","APARNA CONSTRUCTIONS","8432","REAL ESTATE INVESTMENT - COMMERCIAL","","1586525","Low","Low","","2009367","RSRMA Maker","02"
"8360","11/08/2023 15:14:12","","2003219","Completed","RSRMA","","","","SG","11/08/2023 15:09:55","11/08/2023 15:14:12","Approved","New","11327680","OUE LIMITED","SG","THE LIPPO GROUP","8432","REAL ESTATE INVESTMENT - COMMERCIAL","","2003219","Very Low","Very Low","","2003219","RSRMA Maker","02"
"8361","23/08/2023 20:47:37","","1439051","Completed","RSRMA","","","","US","11/08/2023 16:15:01","23/08/2023 20:47:37","Approved","New","11329253","WORLD KINECT CORPORATION","US","WORLD FUEL SERVICES CORPORATION","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1439051","Low","Low","","1439051","RSRMA Maker","02"
