"Case ID","Entity ID","Entity Name","Sector Name","ISIC Code","ISIC Description","Group ID","Client Group Name","Country of Domicile","Case Status","Ageing","Cancellation Reason","CRA Status","Created On","Modified On","Entity Classification","Review Type","Review Subtype","Maker PSID","Maker Name","Climate Risk Grading Status","Physical Risk BRAG","Transition Risk BRAG","Advisor PSID","Advisor Name","Date of submission to Climate Risk Advisor","Date of Rejection by Climate Risk Advisor","Approver Approved On","Approver Name","Approver PSID","Approver Rejected On","Assessment Type","Date of submission to RM","RM Rejected On","RM Recommended On","RM PSID","RM Name","RM Approved On","Primary Booking Location Country","Questionnaire Version","Case Assessment Review Reason","Current Aassignee Name","Current Assignee PSID","Checker Name","Checker PSID","CA Name","CA PSID","Case Initiator Name","Case Initiator Role","Case Initiator PSID","Date of submission to Checker","Date of Rejection by Checker","Total no. of days at initiation before acceptance by Maker","Total no. of days with Maker Team","Total no. of days with Checker Team","Total no. of days with Climate Risk Advisor Team","Total no. of days with RM","Total no. of days with Climate Risk Approver","Total Turnaround Time (TAT) for Case","Total no. of rejections by Checker","Total no. of rejections by Climate Risk Advisor","Total no. of rejections by RM","Total no. of rejections by Climate Risk Approver"
"26190","11085573","MU AYTA TJMYFY NTQSTJGNY (MJFGJFS) UAA","Financial Institutions","","","990025370","IS VIRI RNTIRI VRRXRNSVI (INRSNRX) SVI","INDONESIA","Descoped","","Descope - FI","Completed","03/10/2023 14:39:09","03/10/2023 14:44:53","Existing to Bank","","","1662148","Mahalakshmi C1","","","","","","","","","","","","New","","","","","","","ID","CRQ v3","Satya test","","","","","","","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26191","11007080","LNAME11007080","Financial Institutions","","","990003345","GRP NAME 990003345","AUSTRALIA","Descoped","","Descope - Approved LCA","Completed","03/10/2023 14:39:22","03/10/2023 14:54:03","Existing to Bank","","","1669613","Dinesh Kumar P","","","","","","","","","","","","New","","","","","","","AU","CRQ v3","Satya test","","","","","","","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26192","11085573","MU AYTA TJMYFY NTQSTJGNY (MJFGJFS) UAA","Financial Institutions","","","990025370","IS VIRI RNTIRI VRRXRNSVI (INRSNRX) SVI","INDONESIA","Descoped","","Descope - FI","Completed","03/10/2023 14:46:43","03/10/2023 15:12:39","Existing to Bank","","","1662148","Mahalakshmi C1","Black","","","","","","","","","","","New","","","","1451392","Joseph Atoui","","ID","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26193","11007080","LNAME11007080","Financial Institutions","","","990003345","GRP NAME 990003345","AUSTRALIA","Descoped","","Descope - Approved LCA","Completed","03/10/2023 14:59:07","03/10/2023 15:01:34","Existing to Bank","","","1669613","Dinesh Kumar P","","","","","","","","","","","","New","","","","","","","AU","CRQ v3","Satya test","","","","","","","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26194","11007080","LNAME11007080","Financial Institutions","","","990003345","GRP NAME 990003345","AUSTRALIA","Approved","","","Completed","03/10/2023 15:03:02","03/10/2023 15:13:32","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","03/10/2023 15:13:31","Approver PP Initiator Test","1291493","","New","03/10/2023 15:10:18","","03/10/2023 15:11:44","1460719","Naveena Shree","","AU","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 15:08:17","","0","0","0","0","0","0","0","0","0","0","0"
"26196","11085573","MU AYTA TJMYFY NTQSTJGNY (MJFGJFS) UAA","Financial Institutions","","","990025370","IS VIRI RNTIRI VRRXRNSVI (INRSNRX) SVI","INDONESIA","Descoped","","Descope - FI","Completed","03/10/2023 15:21:23","03/10/2023 15:41:56","Existing to Bank","","","1662148","Mahalakshmi C1","Black","","","","","","","","","","","New","","","","1451392","Joseph Atoui","","ID","CRQ v3","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","03/10/2023 15:32:22","","0","0","0","0","0","0","0","0","0","0","0"
"26197","13744898","LNAME13744898","Financial Institutions","","","990024816","GRP NAME 990024816","GERMANY","Approved","","","Completed","03/10/2023 15:43:38","05/10/2023 10:36:34","Existing to Bank","Periodic Review","","1649099","Natarajan Muthulingam","Amber","","","2004901","Advisor PP Initiator Test","03/10/2023 15:54:00","","","","","","Review","03/10/2023 15:56:26","","","1575388","dale damu","05/10/2023 10:36:34","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 15:51:26","","0","0","0","0","0","0","2","0","0","0","0"
"26198","11085573","MU AYTA TJMYFY NTQSTJGNY (MJFGJFS) UAA","Financial Institutions","","","990025370","IS VIRI RNTIRI VRRXRNSVI (INRSNRX) SVI","INDONESIA","Descoped","","Descope - CG downgrade","Completed","03/10/2023 15:48:08","03/10/2023 16:15:23","Existing to Bank","","","1662148","Mahalakshmi C1","Black","","","1649090","Climate Risk Advisor","03/10/2023 16:08:19","","","Sandro Chen","1661010","","New","03/10/2023 16:10:17","","03/10/2023 16:11:45","1451392","Joseph Atoui","","ID","CRQ v3","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","03/10/2023 15:59:59","","0","0","0","0","0","0","0","0","0","0","0"
"26199","11169149","LNAME11169149","Financial Institutions","","","990170632","GRP NAME 990170632","SOUTH AFRICA","Cancelled","","Other","Completed","03/10/2023 15:52:08","03/10/2023 15:56:12","Existing to Bank","","","1656403","Logesh G","","","","","","","","","","","","New","","","","","","","ZA","CRQ v2","Satya test","","","","","","","Logesh G","ClimateRiskMaker","1656403","","","0","0","0","0","0","0","0","0","0","0","0"
"26200","11169149","LNAME11169149","Financial Institutions","","","990170632","GRP NAME 990170632","SOUTH AFRICA","Approved","","","Completed","03/10/2023 15:57:19","05/10/2023 13:00:28","Existing to Bank","","","1656403","Logesh G","Amber","","","1649094","Vimal Balan","05/10/2023 12:25:54","03/10/2023 20:12:07","","Approver test","1590825","05/10/2023 12:38:56","New","05/10/2023 12:55:38","05/10/2023 12:19:38","","1465496","Karthikeyan S","05/10/2023 13:00:28","ZA","CRQ v2","Satya test","Karthikeyan S","1465496","checker test","1428190","SIT2_Test CA","1528106","Logesh G","ClimateRiskMaker","1656403","05/10/2023 12:53:49","04/10/2023 17:44:21","0","0","0","1","0","1","2","1","1","9","10"
"26201","11031088","LNAME11031088","Financial Institutions","","","990003600","GRP NAME 990003600","INDIA","Approved","","","Completed","03/10/2023 15:58:14","05/10/2023 15:57:38","Existing to Bank","","","1656403","Logesh G","Black","","","","","","","05/10/2023 15:57:38","Approver test","1590825","","New","05/10/2023 15:52:44","","05/10/2023 15:55:01","1496074","Tina Yang","","IN","CRQ v2","Satya test","Approver test","1590825","checker test","1428190","SIT2_Test CA","1528106","Logesh G","ClimateRiskMaker","1656403","05/10/2023 15:50:25","05/10/2023 15:33:29","2","0","0","0","0","0","2","1","0","0","0"
"26202","11018450","LNAME11018450","Financial Institutions","","","","","JAPAN","Approved","","","Completed","03/10/2023 15:58:53","06/10/2023 12:16:56","Existing to Bank","","","1662148","Mahalakshmi C1","Amber","","","","","","","","","","","New","06/10/2023 12:14:12","","","1475968","Elizabeth Holmes Mugwang'a","06/10/2023 12:16:55","JP","CRQ v2","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Timo Reinschmidt","ClimateRiskMaker","1495011","06/10/2023 12:11:28","05/10/2023 22:36:19","2","0","1","0","0","0","3","1","0","0","0"
"26203","11007080","LNAME11007080","Financial Institutions","","","990003345","GRP NAME 990003345","AUSTRALIA","Approved","","","Completed","03/10/2023 15:59:46","05/10/2023 18:31:59","Existing to Bank","Periodic Review","","1656403","Logesh G","Amber","","","1649094","Vimal Balan","05/10/2023 18:28:11","05/10/2023 18:25:04","","","","","Review","05/10/2023 18:29:46","05/10/2023 17:44:33","","1460719","Naveena Shree","05/10/2023 18:31:59","AU","CRQ v2","Satya test","","","checker test","1428190","SIT2_Test CA","1528106","Logesh G","ClimateRiskMaker","1656403","05/10/2023 18:26:28","","2","0","0","0","0","0","2","0","6","1","0"
"26204","11166625","LNAME11166625","Commercial  & Professional Services","","","990021024","GRP NAME 990021024","PAKISTAN","Descoped","","Descope - FI","Completed","03/10/2023 16:00:05","11/10/2023 20:17:44","Existing to Bank","","","1662148","Mahalakshmi C1","","","","","","","","","","","","New","","","","","","","PK","CRQ v2","Satya test","","","","","","","Logesh G","ClimateRiskMaker","1656403","","","3","5","0","0","0","0","0","0","0","0","0"
"26205","11589946","LNAME11589946","Financial Institutions","","","","","PAKISTAN","Approved","","","Completed","03/10/2023 16:00:24","06/10/2023 16:19:40","Existing to Bank","","","1656403","Logesh G","Amber","","","1649094","Vimal Balan","06/10/2023 16:13:29","06/10/2023 15:32:37","","","","","New","06/10/2023 16:14:50","","","1312051","Ali Haider Zaidi","06/10/2023 16:19:40","PK","CRQ v2","Satya test","","","checker test","1428190","SIT2_Test CA","1528106","Logesh G","ClimateRiskMaker","1656403","06/10/2023 16:11:51","06/10/2023 15:59:51","3","0","0","0","0","0","3","2","1","0","0"
"26206","11251467","LNAME11251467","Financial Institutions","","","990050082","GRP NAME 990050082","UNITED STATES OF AMERICA","Approved","","","Completed","03/10/2023 16:00:44","06/10/2023 17:01:35","Existing to Bank","","","1656403","Logesh G","Green","","","1649094","Vimal Balan","06/10/2023 16:57:50","","","","","","New","06/10/2023 16:59:36","","","1376996","RM RM","06/10/2023 17:01:34","","CRQ v2","Satya test","","","checker test","1428190","SIT2_Test CA","1528106","Logesh G","ClimateRiskMaker","1656403","06/10/2023 16:51:51","","3","0","0","0","0","0","3","0","0","0","0"
"26208","11085573","MU AYTA TJMYFY NTQSTJGNY (MJFGJFS) UAA","Financial Institutions","","","990025370","IS VIRI RNTIRI VRRXRNSVI (INRSNRX) SVI","INDONESIA","Approved","","","Completed","03/10/2023 16:17:06","03/10/2023 16:36:00","Existing to Bank","","","1662148","Mahalakshmi C1","Black","","","1649090","Climate Risk Advisor","03/10/2023 16:30:07","","03/10/2023 16:36:00","Sandro Chen","1661010","","New","03/10/2023 16:31:54","","03/10/2023 16:33:41","1451392","Joseph Atoui","","ID","CRQ v3","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","03/10/2023 16:28:13","","0","0","0","0","0","0","0","0","0","0","0"
"26209","13708832","LNAME13708832","Financial Institutions","","","990032461","GRP NAME 990032461","HONG KONG","Approved","","","Completed","03/10/2023 16:20:02","03/10/2023 19:03:22","Existing to Bank","Adhoc Review","Material Event","1653968","Satya Narni","Green","","","","","","","","","","","Review","03/10/2023 19:01:49","","","1649094","Vimal Balan","03/10/2023 19:03:21","HK","CRQ v3","Satya test","","","Karthikeyan Thirumoorthy","1654018","Vimal Balan","1649094","Satya Narni","ClimateRiskMaker","1653968","03/10/2023 19:01:03","","0","0","0","0","0","0","0","0","0","0","0"
"26212","13701523","LNAME13701523","Commercial  & Professional Services","","","","","INDIA","Approved","","","Completed","03/10/2023 17:17:56","09/10/2023 16:37:27","Existing to Bank","","","1649099","Natarajan Muthulingam","Green","","","2004901","Advisor PP Initiator Test","09/10/2023 16:30:54","09/10/2023 16:19:58","","","","","New","09/10/2023 16:34:51","09/10/2023 15:27:43","","1571548","Amal Srivastava","09/10/2023 16:37:26","IN","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","09/10/2023 16:30:15","","0","0","0","0","6","0","6","0","1","1","0"
"26213","13608260","LNAME13608260","O&G Refiners and Petrochemicals","","","990025091","GOVERNMENT OF SAUDI ARABIA","SAUDI ARABIA","Approved","","","Completed","03/10/2023 17:37:23","03/10/2023 18:58:32","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","2004901","Advisor PP Initiator Test","03/10/2023 18:53:35","","","","","","Review","03/10/2023 18:56:16","","","1353037","Samik Metia","03/10/2023 18:58:31","AE","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","Surendar SIT2_Test","1668826","Maker SIT2_Test","ClimateRiskMaker","8190283","03/10/2023 18:51:15","","0","0","0","0","0","0","0","0","0","0","0"
"26214","11018011","LNAME11018011","Financial Institutions","","","990003966","GRP NAME 990003966","HONG KONG","Descoped","","Descope - Approved LCA","Completed","03/10/2023 17:39:32","03/10/2023 18:13:36","Existing to Bank","","","1669613","Dinesh Kumar P","Black","","","","","","","","","","","New","","","","1364244","Stella Kim","","HK","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26215","13855763","LNAME13855763","Financial Institutions","","","990030608","GRP NAME 990030608","UNITED STATES OF AMERICA","Cancelled","","Other","Completed","03/10/2023 18:00:26","03/10/2023 20:02:54","Existing to Bank","","","1649099","Natarajan Muthulingam","Amber","","","","","03/10/2023 18:21:11","","","","","","New","","","","1453334","S Mangayerkarasi","","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 18:18:49","","0","0","0","0","0","0","0","0","0","0","0"
"26216","11018011","LNAME11018011","Financial Institutions","","","990003966","GRP NAME 990003966","HONG KONG","Descoped","","Descope - Approved LCA","Completed","03/10/2023 18:57:26","03/10/2023 19:30:34","Existing to Bank","","","1669613","Dinesh Kumar P","Black","","","","","","","","","","","New","","","","1364244","Stella Kim","","HK","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26218","13880438","LNAME13880438","Financial Institutions","","","990156831","GRP NAME 990156831","UNITED STATES OF AMERICA","Approved","","","Completed","03/10/2023 19:12:06","03/10/2023 19:47:47","Existing to Bank","","","1649099","Natarajan Muthulingam","Red","","","2004901","Advisor PP Initiator Test","03/10/2023 19:37:03","","03/10/2023 19:47:47","Approver PP Initiator Test","1291493","","New","03/10/2023 19:39:13","","03/10/2023 19:45:13","1332372","Malindri De Alwis","","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 19:34:44","","0","0","0","0","0","0","0","0","0","0","0"
"26219","11018011","LNAME11018011","Financial Institutions","","","990003966","GRP NAME 990003966","HONG KONG","Descoped","","Descope - Approved LCA","Completed","03/10/2023 19:31:30","03/10/2023 19:39:44","Existing to Bank","","","1669613","Dinesh Kumar P","Black","","","","","","","","","","","New","03/10/2023 19:37:06","","","1364244","Stella Kim","","HK","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 19:35:31","","0","0","0","0","0","0","0","0","0","0","0"
"26220","11018011","LNAME11018011","Financial Institutions","","","990003966","GRP NAME 990003966","HONG KONG","Descoped","","Descope - Approved LCA","Completed","03/10/2023 19:40:44","03/10/2023 19:49:47","Existing to Bank","","","1669613","Dinesh Kumar P","Black","","","","","","","","","","","New","03/10/2023 19:46:26","","","1364244","Stella Kim","","HK","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 19:44:53","","0","0","0","0","0","0","0","0","0","0","0"
"26221","13608260","LNAME13608260","O&G Refiners and Petrochemicals","","","990025091","GOVERNMENT OF SAUDI ARABIA","SAUDI ARABIA","Approved","","","Completed","03/10/2023 19:45:36","03/10/2023 20:37:09","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","2004901","Advisor PP Initiator Test","03/10/2023 20:33:28","","","","","","Review","03/10/2023 20:35:20","","","1353037","Samik Metia","03/10/2023 20:37:08","AE","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","Surendar SIT2_Test","1668826","Maker SIT2_Test","ClimateRiskMaker","8190283","03/10/2023 20:31:34","03/10/2023 20:26:48","0","0","0","0","0","0","0","1","0","0","0"
"26222","11018011","LNAME11018011","Financial Institutions","","","990003966","GRP NAME 990003966","HONG KONG","Approved","","","Completed","03/10/2023 19:50:44","03/10/2023 19:59:40","Existing to Bank","","","1669613","Dinesh Kumar P","Black","","","","","","","03/10/2023 19:59:40","Approver PP Initiator Test","1291493","","New","03/10/2023 19:56:35","","03/10/2023 19:57:55","1364244","Stella Kim","","HK","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 19:54:50","","0","0","0","0","0","0","0","0","0","0","0"
"26223","13855763","LNAME13855763","Financial Institutions","","","990030608","GRP NAME 990030608","UNITED STATES OF AMERICA","Approved","","","Completed","03/10/2023 20:05:06","03/10/2023 20:19:13","Existing to Bank","","","1649099","Natarajan Muthulingam","Amber","","","2004901","Advisor PP Initiator Test","03/10/2023 20:15:23","","","","","","New","03/10/2023 20:17:27","","","1453334","S Mangayerkarasi","03/10/2023 20:19:13","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 20:12:59","","0","0","0","0","0","0","0","0","0","0","0"
"26226","13880438","LNAME13880438","Financial Institutions","","","990156831","GRP NAME 990156831","UNITED STATES OF AMERICA","Approved","","","Completed","03/10/2023 21:36:52","03/10/2023 21:50:07","Existing to Bank","Periodic Review","","1649099","Natarajan Muthulingam","Red","","","2004901","Advisor PP Initiator Test","03/10/2023 21:44:12","","03/10/2023 21:50:07","Approver PP Initiator Test","1291493","","Review","03/10/2023 21:46:11","","03/10/2023 21:47:52","1332372","Malindri De Alwis","","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 21:42:19","","0","0","0","0","0","0","0","0","0","0","0"
"26229","11000186","LNAME11000186","Financial Institutions","","","990048486","GRP NAME 990048486","ITALY","Descoped","","Descope - Approved LCA","Completed","03/10/2023 21:56:44","03/10/2023 22:13:32","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","","","","","New","","","","1608935","NIDHI AGARWAL","","GB","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26230","13608260","LNAME13608260","O&G Refiners and Petrochemicals","","","990025091","GOVERNMENT OF SAUDI ARABIA","SAUDI ARABIA","Approved","","","Completed","03/10/2023 22:00:16","03/10/2023 22:13:28","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","2004901","Advisor PP Initiator Test","03/10/2023 22:10:03","","","","","","Review","03/10/2023 22:11:55","","","1353037","Samik Metia","03/10/2023 22:13:27","AE","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","Surendar SIT2_Test","1668826","Maker SIT2_Test","ClimateRiskMaker","8190283","03/10/2023 22:08:10","","0","0","0","0","0","0","0","0","0","0","0"
"26232","11000186","LNAME11000186","Financial Institutions","","","990048486","GRP NAME 990048486","ITALY","Descoped","","Descope - Approved LCA","Completed","03/10/2023 22:14:41","03/10/2023 22:19:22","Existing to Bank","","","1669613","Dinesh Kumar P","","","","","","","","","","","","New","","","","1608935","NIDHI AGARWAL","","GB","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26233","11002176","LNAME11002176","CRE","","","990044736","GRP NAME 990044736","SINGAPORE","Descoped","","Descope - Approved LCA","Completed","03/10/2023 22:16:53","03/10/2023 22:25:24","Existing to Bank","","","1669613","Dinesh Kumar P","","","","","","","","","","","","New","","","","1586541","John Cheung Kit Hung","","SG","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26234","11000186","LNAME11000186","Financial Institutions","","","990048486","GRP NAME 990048486","ITALY","Descoped","","Descope - Approved LCA","Completed","03/10/2023 22:21:59","03/10/2023 22:25:13","Existing to Bank","","","1669613","Dinesh Kumar P","","","","","","","","","","","","New","","","","","","","GB","CRQ v3","Satya test","","","","","","","Dinesh Kumar P","ClimateRiskMaker","1669613","","","0","0","0","0","0","0","0","0","0","0","0"
"26235","11000186","LNAME11000186","Financial Institutions","","","990048486","GRP NAME 990048486","ITALY","Descoped","","Descope - Approved LCA","Completed","03/10/2023 22:26:31","03/10/2023 22:34:53","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","","","","","New","","","","1608935","NIDHI AGARWAL","","GB","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 22:31:45","","0","0","0","0","0","0","0","0","0","0","0"
"26236","12230383","LNAME12230383","Pharmaceuticals, Biotechnology & Life Sciences","","","","","UGANDA","Approved","","","Completed","03/10/2023 22:26:41","03/10/2023 22:40:38","Existing to Bank","","","1649099","Natarajan Muthulingam","Green","","","2004901","Advisor PP Initiator Test","03/10/2023 22:36:46","","","","","","New","03/10/2023 22:39:00","","","1528801","Test RM","03/10/2023 22:40:37","UG","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 22:34:42","","0","0","0","0","0","0","0","0","0","0","0"
"26237","11005338","LNAME11005338","Financial Institutions","","","990011907","GRP NAME 990011907","SAUDI ARABIA","Descoped","","Descope - Approved LCA","Completed","03/10/2023 22:26:53","03/10/2023 22:35:17","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","","","","","New","","","","1415320","Hani Mansoor Shabib","","AE","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 22:32:06","","0","0","0","0","0","0","0","0","0","0","0"
"26238","11000186","LNAME11000186","Financial Institutions","","","990048486","GRP NAME 990048486","ITALY","Approved","","","Completed","03/10/2023 22:35:21","03/10/2023 22:45:32","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","03/10/2023 22:45:31","Approver PP Initiator Test","1291493","","New","03/10/2023 22:42:12","","03/10/2023 22:43:59","1608935","NIDHI AGARWAL","","GB","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 22:40:41","","0","0","0","0","0","0","0","0","0","0","0"
"26239","11005338","LNAME11005338","Financial Institutions","","","990011907","GRP NAME 990011907","SAUDI ARABIA","Approved","","","Completed","03/10/2023 22:37:11","03/10/2023 22:47:00","Existing to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","03/10/2023 22:46:59","Approver PP Initiator Test","1291493","","New","03/10/2023 22:43:54","","03/10/2023 22:45:27","1415320","Hani Mansoor Shabib","","AE","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dinesh Kumar P","ClimateRiskMaker","1669613","03/10/2023 22:42:25","","0","0","0","0","0","0","0","0","0","0","0"
"26241","13793088","LNAME13793088","Commodity Traders","","","","","HONG KONG","Cancelled","","Other","Completed","03/10/2023 22:59:12","03/10/2023 23:06:54","Existing to Bank","","","1649099","Natarajan Muthulingam","Red","","","","","","","","","","","New","03/10/2023 23:05:57","","","1501066","Yui Kuk Yeung","","HK","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 23:03:42","","0","0","0","0","0","0","0","0","0","0","0"
"26242","13793088","LNAME13793088","Commodity Traders","","","","","HONG KONG","Approved","","","Completed","03/10/2023 23:08:33","03/10/2023 23:18:53","Existing to Bank","","","1649099","Natarajan Muthulingam","Red","","","","","","","03/10/2023 23:18:52","Approver PP Initiator Test","1291493","","New","03/10/2023 23:14:58","","03/10/2023 23:16:42","1501066","Yui Kuk Yeung","","HK","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","03/10/2023 23:13:04","","0","0","0","0","0","0","0","0","0","0","0"
"26243","11000009","LNAME11000009","Financial Institutions","","","990002826","GRP NAME 990002826","CANADA","Descoped","","Descope - FI","Completed","04/10/2023 10:14:37","04/10/2023 11:32:32","Existing to Bank","","","1662148","Mahalakshmi C1","Green","","","","","","","","","","","New","","","","1396298","Trang Vu Thu","","US","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26244","11000009","LNAME11000009","Financial Institutions","","","990002826","GRP NAME 990002826","CANADA","Descoped","","Descope - FI","Completed","04/10/2023 11:37:41","04/10/2023 11:39:56","Existing to Bank","","","1662148","Mahalakshmi C1","","","","","","","","","","","","New","","","","","","","US","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26245","11000009","LNAME11000009","Financial Institutions","","","990002826","GRP NAME 990002826","CANADA","Descoped","","Descope - FI","Completed","04/10/2023 11:41:42","04/10/2023 11:46:33","Existing to Bank","","","","","","","","","","","","","","","","New","","","","1396298","Trang Vu Thu","","US","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26246","11000009","LNAME11000009","Financial Institutions","","","990002826","GRP NAME 990002826","CANADA","Descoped","","Descope - FI","Completed","04/10/2023 11:48:04","04/10/2023 17:54:38","Existing to Bank","","","1662148","Mahalakshmi C1","","","","","","","","","","","","New","","","","1396298","Trang Vu Thu","","US","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","1662148","","","0","0","0","0","0","0","0","0","0","0","0"
"26250","11124688","LNAME11124688","Financial Institutions","","","990003345","GRP NAME 990003345","UNITED STATES OF AMERICA","Approved","","","Completed","04/10/2023 12:38:27","04/10/2023 12:53:02","Existing to Bank","","","1649099","Natarajan Muthulingam","Black","","","2004901","Advisor PP Initiator Test","04/10/2023 12:46:42","","04/10/2023 12:53:01","Approver PP Initiator Test","1291493","","New","04/10/2023 12:48:48","","04/10/2023 12:50:37","1608085","Man Chiu Wong","","US","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","04/10/2023 12:44:29","","0","0","0","0","0","0","0","0","0","0","0"
